# Source: Swiss Ephemeris 2.10.03 (libswisseph-sys 0.1.2), swe_calc SE_OSCU_APOG=13,
# iflag=SEFLG_MOSEPH (Moshier, no data files). Frame: true ecliptic of date, nutation on.
# Columns: of-date true ecliptic longitude/latitude (deg) and geocentric distance (AU).
# Accuracy note: Moshier Moon vs the DE440-sourced packaged Moon is part of the gate budget;
# upgrade path is SEFLG_JPLEPH against DE440 if the band is too loose.
jd_tt,se_oscu_apogee_lon_deg,se_oscu_apogee_lat_deg,se_oscu_apogee_dist_au
2424887.5,149.436273598,4.177475675,0.002678889838
2424910.5,169.584915288,4.977786122,0.002736379618
2424933.5,186.953817526,5.083579175,0.002713048463
2424956.5,176.440750194,4.957831739,0.002714904957
2424979.5,172.587499567,5.001612581,0.002714390148
2425002.5,198.552026484,4.822027442,0.002761951932
2425025.5,215.973153274,4.136758351,0.002654451796
2425048.5,184.677383113,5.242518182,0.002681143649
2425071.5,188.711135916,5.164463613,0.002705893018
2425094.5,200.271522099,4.734377835,0.002705604177
2425117.5,191.221069585,4.876306568,0.002686201583
2425140.5,177.660785455,5.019513245,0.002693878908
2425163.5,202.578375799,4.306058625,0.002775215886
2425186.5,227.369850490,2.758498150,0.002699337488
2425209.5,212.121648724,3.826804549,0.002706651716
2425232.5,208.099751045,4.093601398,0.002708782221
2425255.5,227.337437227,2.692679989,0.002722113190
2425278.5,225.657484779,2.697158568,0.002642136215
2425301.5,195.333785227,4.335917384,0.002672985844
2425324.5,214.847375301,3.097757801,0.002740399601
2425347.5,233.616539406,1.505195636,0.002711220232
2425370.5,224.500343802,2.223762769,0.002715005581
2425393.5,218.884276143,2.704078752,0.002711353741
2425416.5,242.779189536,0.615977700,0.002756940579
2425439.5,260.846581033,-1.080427484,0.002660530386
2425462.5,232.532918502,1.291718214,0.002669885888
2425485.5,232.471581392,1.132098215,0.002707312778
2425508.5,245.615551162,-0.260601359,0.002704942036
2425531.5,239.674292903,0.139346884,0.002690949082
2425554.5,222.669556745,1.629366295,0.002689731184
2425577.5,248.710929616,-0.758140045,0.002779696442
2425600.5,275.317403684,-3.023154019,0.002697784732
2425623.5,260.044957137,-1.814983484,0.002702442712
2425646.5,255.020092129,-1.541683014,0.002707698958
2425669.5,272.301341205,-3.104809487,0.002717154078
2425692.5,271.727390360,-3.224004069,0.002652003674
2425715.5,241.822385820,-0.941581810,0.002665016989
2425738.5,259.600058654,-2.511750429,0.002744945921
2425761.5,280.116887096,-3.973840641,0.002711270881
2425784.5,272.928504517,-3.467790090,0.002715905557
2425807.5,265.317825415,-3.000963425,0.002710647996
2425830.5,286.972256329,-4.345633439,0.002752709109
2425853.5,306.381970189,-5.000384902,0.002669601582
2425876.5,280.495004145,-4.356774204,0.002659043913
2425899.5,276.385009614,-4.246334934,0.002711579222
2425922.5,291.673444873,-4.951355969,0.002706591192
2425945.5,287.766441624,-4.766550424,0.002696953254
2425968.5,269.128987466,-3.832845418,0.002690759323
2425991.5,295.440461473,-4.874487167,0.002781752153
2426014.5,322.253339776,-4.848104022,0.002697781035
2426037.5,307.624530897,-5.081253447,0.002699361934
2426060.5,301.483792943,-5.200919200,0.002707913638
2426083.5,316.198860593,-5.135213449,0.002713214557
2426106.5,318.218767881,-5.073872524,0.002664748388
2426129.5,287.577238409,-5.005449338,0.002657041238
2426152.5,303.524513197,-5.061447553,0.002750343844
2426175.5,326.023571508,-4.468366185,0.002712317081
2426198.5,320.687534466,-4.573665951,0.002716600549
2426221.5,311.462785376,-4.925596939,0.002711301482
2426244.5,331.245897379,-4.167725635,0.002747840908
2426267.5,352.285928684,-2.759450364,0.002677163926
2426290.5,327.249101239,-4.353656951,0.002647434921
2426313.5,320.462991601,-4.556994277,0.002715578922
2426336.5,337.928718515,-3.416337750,0.002706793702
2426359.5,334.841855950,-3.435113944,0.002700824685
2426382.5,316.494263917,-4.412339163,0.002692475626
2426405.5,341.977338574,-2.817422872,0.002778432830
